Name,Genre,Platform,Global_Sales,Cluster
Trauma Center: New Blood,Simulation,Wii,0.3,2
Lumines ll,Puzzle,PSP,0.3,2
NES Remix,Action,WiiU,0.3,2
1701 A.D.,Simulation,PC,0.3,2
Jumping Flash!,Platform,PS,0.3,2
Karaoke Revolution Party,Misc,PS2,0.3,2
Batman: The Brave and the Bold the Videogame,Action,DS,0.3,2
Burnout,Racing,GC,0.3,2
Lizzie McGuire 3: Homecoming Havoc,Platform,GBA,0.3,2
Chaos Legion,Action,PS2,0.3,2
PowerUp Heroes,Fighting,X360,0.3,2
NASCAR 2011: The Game,Racing,X360,0.3,2
Puyo Puyo 7,Puzzle,DS,0.3,2
Shrek: Forever After,Platform,Wii,0.3,2
Charlie and the Chocolate Factory,Adventure,GBA,0.3,2
Neopets: The Darkest Faerie,Adventure,PS2,0.3,2
Blazing Heroes,Role-Playing,SAT,0.3,2
Rhythm Tengoku,Misc,GBA,0.3,2
Super Robot Taisen W,Strategy,DS,0.3,2
Cart World Series,Racing,PS,0.3,2
Invizimals: Shadow Zone,Strategy,PSP,0.3,2
24: The Game,Adventure,PS2,0.3,2
Spider-Man 3,Platform,PSP,0.3,2
Famista '91,Sports,NES,0.3,2
Squinkies,Misc,DS,0.3,2
Zoo Tycoon 2 DS,Strategy,DS,0.3,2
Looney Tunes: Duck Amuck,Action,DS,0.3,2
Super Robot Taisen OG: Original Generations Gaiden,Strategy,PS2,0.3,2
Drakengard 3,Role-Playing,PS3,0.3,2
Decathlete,Sports,SAT,0.3,2
The Sims 2,Simulation,PC,0.3,2
Tom Clancy's Splinter Cell 3D,Action,3DS,0.3,2
DmC: Devil May Cry,Action,PS4,0.3,2
Jonas,Adventure,DS,0.3,2
Dynasty Warriors 6,Action,X360,0.3,2
Wacky Races: Crash & Dash,Racing,Wii,0.3,2
Dynasty Warriors 8: Xtreme Legends,Action,PS4,0.3,2
Toukiden Kiwami,Action,PSV,0.3,2
Sengoku Basara: Samurai Heroes,Action,Wii,0.3,2
Romance of the Three Kingdoms VIII,Strategy,PS2,0.3,2
Fossil Fighters (JP sales),Role-Playing,DS,0.3,2
Daikaijyuu Monogatari,Role-Playing,SNES,0.3,2
Tropico 5,Simulation,PS4,0.3,2
Hard Hitter Tennis,Sports,PS2,0.3,2
Glory of Heracles,Role-Playing,DS,0.3,2
Monster Truck Madness 64,Racing,N64,0.3,2
Quake II,Shooter,N64,0.3,2
Nounai Aeshe: IQ Suppli DS,Misc,DS,0.3,2
Crazy Taxi: Catch a Ride,Racing,GBA,0.3,2
MySims Party,Simulation,DS,0.3,2
Harry Potter and the Order of the Phoenix,Action,X360,0.3,2
Skylanders: SuperChargers,Action,PS4,0.3,2
Macross Digital Mission VF-X,Simulation,PS,0.3,2
One Piece Unlimited Cruise SP,Action,3DS,0.3,2
Rayman 2: Revolution,Platform,PS2,0.3,2
Yu Yu Hakusho Ghost Files: Spirit Detective,Action,GBA,0.3,2
Super Bomberman 5,Puzzle,SNES,0.3,2
N3: Ninety-Nine Nights,Action,X360,0.3,2
Shin Megami Tensei: Persona 2: Innocent Sin,Role-Playing,PSP,0.3,2
Army Men: Air Attack 2,Action,PS,0.3,2
Need for Speed: Most Wanted,Racing,PC,0.3,2
Pride FC: Fighting Championships,Fighting,PS2,0.3,2
Eternal Ring,Role-Playing,PS2,0.3,2
Dragon Force,Strategy,SAT,0.3,2
John Deere: Harvest in the Heartland,Simulation,DS,0.3,2
Rabbids: Alive & Kicking,Misc,X360,0.3,2
Shin Megami Tensei: Devil Summoner - Soul Hackers,Role-Playing,3DS,0.3,2
Winning Post 2,Sports,SNES,0.3,2
Star Gladiator Episode: I Final Crusade,Fighting,PS,0.3,2
Spider-Man: Friend or Foe,Action,X360,0.3,2
FIFA 15,Sports,PC,0.3,2
Dance Dance Revolution Universe 3,Simulation,X360,0.3,2
We Sing Pop!,Misc,Wii,0.3,2
Showdown: Legends of Wrestling,Fighting,PS2,0.3,2
Capcom Classics Collection Remixed,Misc,PSP,0.3,2
Reel Fishing: Angler's Dream,Sports,Wii,0.3,2
Call of Duty: Modern Warfare 3: Defiance,Shooter,DS,0.3,2
SimCity 4,Simulation,PC,0.3,2
Far East of Eden Zero,Role-Playing,SNES,0.3,2
Sword Art Online: Hollow Fragment,Role-Playing,PSV,0.3,2
Star Ocean 5: Integrity and Faithlessness,Role-Playing,PS4,0.3,2
Call of Juarez: The Cartel,Shooter,PS3,0.3,2
Full Spectrum Warrior,Strategy,PS2,0.3,2
Alvin and the Chipmunks: The Squeakquel,Misc,DS,0.3,2
Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,Misc,Wii,0.3,2
James Bond 007: Legends,Shooter,X360,0.3,2
The Sims 2: Pets,Simulation,PS2,0.3,2
Dragon Quest Builders: Revive Alefgard,Role-Playing,PSV,0.3,2
The Suite Life of Zack & Cody: Circle of Spies,Action,DS,0.3,2
Power Pro Kun Pocket 6,Sports,GBA,0.3,2
Mega Man ZX,Platform,DS,0.3,2
Harvest Moon DS Cute (US sales),Simulation,DS,0.3,2
Power Pro Kun Pocket 10,Sports,DS,0.3,2
Wanted: Weapons of Fate,Shooter,PS3,0.3,2
Finding Nemo: The Continuing Adventures,Action,GBA,0.3,2
Spirit: Stallion of the Cimarron,Platform,GBA,0.3,2
Dreamworks Madagascar Kartz,Racing,PS3,0.3,2
Future Cop L.A.P.D.,Simulation,PS,0.3,2
Guitar Hero: Van Halen,Misc,X360,0.3,2
Final Fantasy XI: Wings of the Goddess,Role-Playing,X360,0.3,2
Hamster Tarou,Simulation,GB,0.3,2
Shark Tale,Action,GC,0.3,2
Fist of the North Star: Ken's Rage 2,Fighting,PS3,0.3,2
MLB SlugFest Loaded,Sports,PS2,0.3,2
Teenage Mutant Ninja Turtles,Action,XB,0.3,2
Trace Memory,Adventure,DS,0.3,2
FIFA Street 3,Sports,X360,0.3,2
Mah Jong Quest: Expeditions,Puzzle,DS,0.3,2
Batman: The Brave and the Bold the Videogame,Action,Wii,0.3,2
Dragon Ball Z: Budokai Tenkaichi 2,Fighting,Wii,0.3,2
AMF Bowling 2004,Sports,XB,0.3,2
Thief (2014),Action,X360,0.3,2
Scooby-Doo! Night of 100 Frights,Platform,GC,0.3,2
Just Dance Kids 2,Misc,Wii,0.29,2
RealSports Boxing,Sports,2600,0.29,2
Imagine: Makeup Artist,Simulation,DS,0.29,2
Grandia II,Role-Playing,PS2,0.29,2
Syphon Filter: Dark Mirror,Shooter,PSP,0.29,2
Front Mission Evolved,Shooter,PS3,0.29,2
Tom and Jerry Tales,Platform,DS,0.29,2
Mini Ninjas,Action,X360,0.29,2
NieR,Role-Playing,X360,0.29,2
The BIGS 2,Sports,Wii,0.29,2
X-Men Legends II: Rise of Apocalypse,Role-Playing,PSP,0.29,2
Junior Brain Trainer 2,Misc,DS,0.29,2
The Chronicles of Riddick: Assault on Dark Athena,Shooter,X360,0.29,2
Need for Speed Underground,Racing,GBA,0.29,2
Power Pro Kun Pocket 4,Sports,GBA,0.29,2
The Godfather: Dons Edition,Action,PS3,0.29,2
Soul Sacrifice Delta,Action,PSV,0.29,2
Guardian Heroes,Role-Playing,SAT,0.29,2
Assassin's Creed IV: Black Flag,Action,WiiU,0.29,2
MLB Power Pros,Sports,Wii,0.29,2
Outlaw Golf,Sports,XB,0.29,2
The Amazing Spider-Man 2 (2014),Action,PS3,0.29,2
Dynasty Warriors: Strikeforce,Action,PS3,0.29,2
Fisherman's Bait 2: Big Ol' Bass,Sports,PS,0.29,2
Lupin the 3rd: Treasure of the Sorcerer King,Adventure,PS2,0.29,2
Up,Action,X360,0.29,2
Kurohyou: Ryu ga Gotoku Shinshou,Adventure,PSP,0.29,2
Prince of Persia: Rival Swords,Action,Wii,0.29,2
One Piece Unlimited Cruise 2: Awakening of a Hero,Action,Wii,0.29,2
Ben 10 Alien Force: Vilgax Attacks,Action,PS2,0.29,2
Majin and the Forsaken Kingdom,Adventure,PS3,0.29,2
NBA Street V3,Sports,GC,0.29,2
WinBack: Covert Operations,Shooter,PS2,0.29,2
Punch-Out!!,Sports,Wii,0.29,2
FlatOut: Head On,Racing,PSP,0.29,2
Kagero: Deception II,Strategy,PS,0.29,2
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,Sports,PS,0.29,2
The Bureau: XCOM Declassified,Shooter,PS3,0.29,2
NBA Live 06,Sports,X360,0.29,2
Guitar Hero: Van Halen,Misc,Wii,0.29,2
J-League Victory Goal '96,Sports,SAT,0.29,2
Shin Megami Tensei: Strange Journey,Role-Playing,DS,0.29,2
Jeopardy! 2nd Edition,Misc,PS,0.29,2
SD Gundam G Century,Strategy,PS,0.29,2
Ratchet & Clank: Size Matters,Platform,PS2,0.29,2
Ben 10 Ultimate Alien: Cosmic Destruction,Platform,Wii,0.29,2
Atelier Iris 3: Grand Phantasm (US Sales),Role-Playing,PS2,0.29,2
Itadaki Street 2: Neon Sign wa Bara Iro ni,Misc,SNES,0.29,2
Def Jam Rapstar,Misc,X360,0.29,2
Need for Speed: The Run,Action,Wii,0.29,2
From TV Animation One Piece: Treasure Battle!,Fighting,GC,0.29,2
Starhawk,Action,PS3,0.29,2
Dolphin,Action,2600,0.29,2
Imagine: Fashion Designer World Tour,Simulation,DS,0.29,2
Area 51,Shooter,XB,0.29,2
The Smurfs: Dance Party,Misc,Wii,0.29,2
Disney Channel: All Star Party,Misc,Wii,0.29,2
Ace Combat: Joint Assault,Simulation,PSP,0.29,2
Hamster Club 4: Shigessa Daidassou,Simulation,GBA,0.29,2
Medieval Moves: Deadmund's Quest,Action,PS3,0.29,2
Angry Birds Star Wars,Strategy,X360,0.29,2
Mega Man X8,Platform,PS2,0.29,2
CSI: Deadly Intent,Adventure,Wii,0.29,2
Ford Mustang: The Legend Lives,Racing,PS2,0.29,2
Ys: Memories of Celceta,Action,PSV,0.29,2
FIFA Soccer 13,Action,3DS,0.29,2
Fast Food,Action,2600,0.29,2
Jikkyou Powerful Pro Yakyuu 8,Sports,PS2,0.29,2
Viz,Racing,N64,0.29,2
Top Gear Overdrive,Racing,N64,0.29,2
Xena: Warrior Princess - The Talisman of Fate,Fighting,N64,0.29,2
Jeremy McGrath Supercross 2000,Racing,N64,0.29,2
The New Tetris,Puzzle,N64,0.29,2
Ken Griffey Jr.'s Slugfest,Sports,N64,0.29,2
Supercross 2000,Racing,N64,0.29,2
War Gods,Fighting,N64,0.29,2
Bladestorm: The Hundred Years' War,Action,PS3,0.29,2
World of Tanks,Shooter,PC,0.29,2
Jewel Quest Mysteries: Curse of the Emerald Tear,Puzzle,DS,0.29,2
Duel Masters: Sempai Legends,Misc,GBA,0.29,2
Marvel Super Hero Squad,Fighting,PS2,0.29,2
Turning Point: Fall of Liberty,Shooter,X360,0.29,2
Heroes of the Pacific,Simulation,PS2,0.29,2
Dead Rising: Chop Till You Drop,Action,Wii,0.29,2
The Lord of the Rings: The Third Age,Role-Playing,GC,0.29,2
Disney Infinity,Action,3DS,0.29,2
Fable: The Journey,Role-Playing,X360,0.29,2
Sonic Boom: Shattered Crystal,Action,3DS,0.29,2
Just Dance Wii 2,Misc,Wii,0.29,2
Madden NFL 08,Sports,XB,0.29,2
DX Game of Life,Misc,PS,0.29,2
Pirates of the Caribbean,Role-Playing,XB,0.29,2
Operation Flashpoint: Red River,Shooter,X360,0.29,2
One Piece: Pirate Warriors 3,Action,PS3,0.29,2
The Punisher,Action,XB,0.29,2
MLB Pennant Race,Sports,PS,0.29,2
Transformers: Dark of the Moon,Action,X360,0.29,2
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,Role-Playing,SNES,0.29,2
GRID 2,Racing,X360,0.29,2
WWII Aces,Simulation,Wii,0.29,2
Puzzle Quest: Challenge of the Warlords,Puzzle,Wii,0.29,2
Shrek Super Party,Misc,PS2,0.29,2
"Sakura Wars 4: Koi Seyo,Otome",Adventure,DC,0.29,2
"Sakura Wars: So Long, My Love",Role-Playing,PS2,0.29,2
Dynasty Tactics,Strategy,PS2,0.29,2
The Urbz: Sims In the City (US weekly sales),Simulation,DS,0.29,2
Lightning Returns: Final Fantasy XIII,Role-Playing,X360,0.29,2
Feel the Magic XY/XX,Puzzle,DS,0.29,2
Trivial Pursuit,Misc,PS3,0.29,2
Neopets Puzzle Adventure,Puzzle,DS,0.29,2
Sonic & All-Stars Racing Transformed,Racing,3DS,0.29,2
Shrek the Third,Action,Wii,0.29,2
Snowboarding,Sports,PS,0.29,2
Purr Pals,Simulation,Wii,0.29,2
Dragon Ball Heroes: Ultimate Mission,Misc,3DS,0.29,2
Borderlands: The Pre-Sequel,Shooter,PC,0.29,2
Surf's Up,Sports,PS2,0.29,2
BlazBlue: Chrono Phantasma,Fighting,PS3,0.29,2
Looney Tunes Racing,Racing,PS,0.29,2
Final Fantasy X-2: International + Last Mission,Role-Playing,PS2,0.29,2
Namco Museum Vol.2,Misc,PS,0.29,2
Rayman 3: Hoodlum Havoc,Platform,PS2,0.29,2
Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,Adventure,DS,0.29,2
Psi-Ops: The Mindgate Conspiracy,Shooter,PS2,0.29,2
I Spy: Spooky Mansion,Puzzle,Wii,0.29,2
Tomba! 2: The Evil Swine Return,Platform,PS,0.29,2
SAW,Action,X360,0.29,2
Wappy Dog,Simulation,DS,0.29,2
Dragon Quest: Shounen Yangus to Fushigi no Dungeon,Role-Playing,PS2,0.29,2
BeatMania Append 4thMix: The beat goes on,Simulation,PS,0.29,2
NASCAR 08,Racing,X360,0.29,2
World of Warcraft: Legion,Role-Playing,PC,0.29,2
Romance of the Three Kingdoms III: Dragon of Destiny,Strategy,SNES,0.29,2
Power Pro Kun Pocket 11,Sports,DS,0.29,2
El Shaddai: Ascension of the Metatron,Action,PS3,0.29,2
Family Guy: Back to the Multiverse,Action,PS3,0.29,2
Spyro: A Hero's Tail,Platform,GC,0.29,2
Warriors Orochi 2,Action,PSP,0.29,2
Ratatouille: Food Frenzy,Puzzle,DS,0.29,2
Links 2004,Sports,XB,0.29,2
PGA Tour 97,Sports,PS,0.29,2
Bratz: Super Babyz,Action,DS,0.29,2
Battle & Get! Pokemon Typing DS,Misc,DS,0.29,2
Kung Zhu,Action,DS,0.29,2
Earthworm Jim,Platform,GBA,0.29,2
Tales of Phantasia,Role-Playing,GBA,0.29,2
The Golden Compass,Action,PS3,0.29,2
F1 Race Stars,Racing,X360,0.29,2
All Star Cheer Squad,Sports,DS,0.28,2
Rugby World Cup 2011,Sports,X360,0.28,2
Ice Age: Dawn of the Dinosaurs,Action,Wii,0.28,2
Monster 4x4: Masters of Metal,Racing,PS2,0.28,2
SingStar Country,Misc,PS2,0.28,2
DeathSmiles,Shooter,X360,0.28,2
VMX Racing,Racing,PS,0.28,2
Hot Shots Golf: World Invitational,Sports,PS3,0.28,2
Disney's Extreme Skate Adventure,Sports,GBA,0.28,2
Dragon Ball GT: Transformation,Action,GBA,0.28,2
Bratz Ponyz,Adventure,DS,0.28,2
Super Fire ProWrestling X,Fighting,SNES,0.28,2
Baby Pals,Simulation,DS,0.28,2
International Superstar Soccer,Sports,SNES,0.28,2
Metal Gear Solid V: Ground Zeroes,Action,XOne,0.28,2
Tigger's Honey Hunt,Platform,PS,0.28,2
The Warriors,Action,XB,0.28,2
Monopoly Streets,Misc,X360,0.28,2
Shadow Hearts,Role-Playing,PS2,0.28,2
NHL 2K11,Sports,Wii,0.28,2
One Piece: Burning Blood,Fighting,PS4,0.28,2
Street Hoops,Sports,XB,0.28,2
Yu-Gi-Oh! Double Pack,Role-Playing,GBA,0.28,2
X-Men: Reign of Apocalypse,Action,GBA,0.28,2
R: Racing Evolution,Racing,PS2,0.28,2
Tony Hawk: Shred,Sports,PS3,0.28,2
Netsu Chu! Pro Yakyuu 2003,Sports,PS2,0.28,2
ATV Quad Power Racing 2,Racing,GC,0.28,2
Digimon Adventure: Anode Tamer,Role-Playing,WS,0.28,2
Fantastic 4: Flame On,Action,GBA,0.28,2
Siren: Blood Curse,Action,PS3,0.28,2
Pro Evolution Soccer 2017,Sports,PS4,0.28,2
Chromehounds,Simulation,X360,0.28,2
Marvel Nemesis: Rise of the Imperfects,Fighting,XB,0.28,2
The King of Fighters '95,Fighting,SAT,0.28,2
Pirates of the Caribbean: Dead Man's Chest,Adventure,PSP,0.28,2
Assassin's Creed II: Discovery,Action,DS,0.28,2
F/A-18F Super Hornet,Simulation,GBA,0.28,2
Avatar: The Last Airbender,Adventure,Wii,0.28,2
Final Fantasy VI Advance,Role-Playing,GBA,0.28,2
Polaris,Action,2600,0.28,2
Viewtiful Joe,Action,PS2,0.28,2
Triple Play 2000,Sports,N64,0.28,2
Beyblade: Metal Masters,Action,DS,0.28,2
Need for Speed: Most Wanted,Racing,WiiU,0.28,2
Arcade Hits: Frisky Tom,Action,PS,0.28,2
Dead to Rights: Retribution,Shooter,PS3,0.28,2
Harry Potter and the Sorcerer's Stone,Action,PS2,0.28,2
Kung Fu Chaos,Fighting,XB,0.28,2
Mega Man: Dr. Wily's Revenge,Platform,GB,0.28,2
Yu-Gi-Oh! World Championship 2008,Strategy,DS,0.28,2
Naruto Shippuden: Ultimate Ninja Storm 4,Fighting,XOne,0.28,2
Godzilla: Domination!,Fighting,GBA,0.28,2
Sly Cooper: Thieves in Time,Platform,PSV,0.28,2
Tales of the World: Radiant Mythology 3,Role-Playing,PSP,0.28,2
Famista '92,Sports,NES,0.28,2
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,Misc,PS2,0.28,2
Jackass the Game,Action,PS2,0.28,2
Mega Man II,Platform,GB,0.28,2
Lord of Darkness,Action,SNES,0.28,2
Hannah Montana: Spotlight World Tour,Action,PS2,0.28,2
Rocket Power: Beach Bandits,Platform,GBA,0.28,2
Surf's Up,Sports,DS,0.28,2
Carol Vorderman's Sudoku,Puzzle,PS2,0.28,2
MX SuperFly featuring Ricky Carmichael,Racing,PS2,0.28,2
Remington Super Slam Hunting: Africa,Sports,Wii,0.28,2
Army of Two: The Devil's Cartel,Shooter,PS3,0.28,2
Syphon Filter: Dark Mirror,Shooter,PS2,0.28,2
Conflict: Desert Storm II - Back to Bagdhad,Shooter,XB,0.28,2
Guitar Hero Live,Misc,PS3,0.28,2
Mission: Impossible - Operation Surma,Platform,PS2,0.28,2
Sesame Street: Elmo's A-to-Zoo Adventure,Misc,DS,0.28,2
MLB 07: The Show,Sports,PSP,0.28,2
Pitfall: The Mayan Adventure,Platform,GBA,0.28,2
Driver: Parallel Lines,Racing,PS2,0.28,2
Sing Party,Misc,WiiU,0.28,2
Shrek: Ogres & Dronkeys,Simulation,DS,0.28,2
Monopoly,Misc,DS,0.28,2
Hot Wheels: Track Attack,Racing,DS,0.28,2
Backyard Wrestling 2: There Goes the Neighborhood,Fighting,PS2,0.28,2
Virtua Fighter 5 Online,Fighting,X360,0.28,2
Disney's Treasure Planet,Action,GBA,0.28,2
Dead or Alive,Fighting,PS,0.28,2
Wild ARMs 5,Role-Playing,PS2,0.28,2
Bionic Commando,Platform,X360,0.28,2
NFL Blitz 20-02,Sports,PS2,0.28,2
Mega Man 7,Platform,SNES,0.28,2
NCAA March Madness 2005,Sports,XB,0.28,2
Shadows of the Damned,Action,PS3,0.28,2
NBA In The Zone,Sports,PS,0.28,2
Corvette,Racing,GBA,0.28,2
F1 ROC: Race of Champions,Sports,SNES,0.28,2
Just Dance 2015,Misc,PS3,0.28,2
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,Action,GC,0.28,2
Silent Hill 2: Restless Dreams,Action,XB,0.28,2
Cabela's Big Game Hunter 2012,Sports,X360,0.28,2
Dragon Quest Heroes II: Twin Kings and the Prophecy's End,Action,PS4,0.28,2
Moshi Monsters: Moshlings Theme Park,Misc,3DS,0.28,2
UEFA Euro 2016,Sports,PS4,0.28,2
Soul Nomad & the World Eaters,Role-Playing,PS2,0.28,2
RollerCoaster Tycoon 3,Strategy,PC,0.28,2
Bass Strike,Sports,PS2,0.28,2
NHL Hitz 20-03,Sports,PS2,0.28,2
Danganronpa Another Episode: Ultra Despair Girls,Action,PSV,0.28,2
Over the Hedge,Platform,DS,0.28,2
Real Pool,Sports,PS2,0.28,2
iCarly 2: iJoin The Click!,Adventure,DS,0.28,2
The Warriors,Action,PSP,0.28,2
Mister Mosquito,Shooter,PS2,0.28,2
Kakyuusei,Strategy,SAT,0.28,2
Patapon 3,Misc,PSP,0.28,2
Sesame Street: Cookie's Counting Carnival,Misc,DS,0.28,2
Civilization II,Strategy,PS,0.28,2
Guitar Hero: Van Halen,Misc,PS3,0.28,2
Dynasty Warriors: Gundam,Action,PS2,0.28,2
Madagascar,Platform,XB,0.28,2
Transformers: Cybertron Adventures,Action,Wii,0.28,2
Indiana Jones and the Staff of Kings,Action,PS2,0.28,2
F-1 Grand Prix,Racing,SNES,0.28,2
Mass Effect 3,Role-Playing,WiiU,0.28,2
Pinkalicious,Misc,DS,0.28,2
SimCity 2000,Simulation,SAT,0.28,2
Deer Hunter,Sports,PS2,0.28,2
Pokemon Box: Ruby & Sapphire,Misc,GC,0.28,2
Puyo Puyo! 15th Anniversary,Puzzle,DS,0.28,2
Yu-Gi-Oh! Monster Capsule Breed & Battle,Role-Playing,PS,0.28,2
FIFA Soccer 07,Sports,X360,0.28,2
Mass Effect Trilogy,Action,PC,0.28,2
Dave Mirra Freestyle BMX 2,Sports,GC,0.28,2
AC/DC LIVE: Rock Band Track Pack,Misc,Wii,0.28,2
My Japanese Coach,Misc,DS,0.28,2
Puppeteer,Platform,PS3,0.28,2
Warpath: Jurassic Park,Fighting,PS,0.28,2
Tak and the Guardians of Gross,Action,PS2,0.28,2
True Crime: New York City,Action,XB,0.28,2
Summer Heat Beach Volleyball,Sports,PS2,0.28,2
NCAA Basketball 09,Sports,PS2,0.28,2
One Piece Unlimited Cruise 1: The Treasure Beneath the Waves,Adventure,Wii,0.28,2
Marvel Super Hero Squad: The Infinity Gauntlet,Action,Wii,0.28,2
Dead Rising 2: Off the Record,Action,X360,0.28,2
Power Pro Kun Pocket 3,Sports,GBA,0.28,2
Myst III: Exile,Adventure,PS2,0.28,2
Castlevania: Aria of Sorrow,Platform,GBA,0.28,2
NBA 2K12,Sports,PSP,0.28,2
R.U.S.E.,Strategy,PC,0.28,2
Mobile Suit Gundam Side Story I: Senritsu no Blue,Shooter,SAT,0.28,2
Armored Core: Project Phantasma,Simulation,PS,0.28,2
Donkey Kong GB: Dinky Kong & Dixie Kong,Platform,GB,0.28,2
Kobitodzukan: Kobito Kansatsu Set,Misc,3DS,0.28,2
ExciteBots: Trick Racing,Racing,Wii,0.28,2
Pro Evolution Soccer 2013,Sports,PSP,0.28,2
Deadpool,Action,PS4,0.28,2
Nichibutsu Arcade Classics,Misc,SNES,0.28,2
Kenka Bancho: Badass Rumble,Action,PSP,0.27,2
Cabela's Trophy Bucks,Sports,PS2,0.27,2
Moero! Nekketsu Rhythm Damashii: Osu! Tatakae! Ouendan! 2,Misc,DS,0.27,2
Q-Ball: Billiards Master,Sports,PS2,0.27,2
Mr. Do!,Action,2600,0.27,2
How to Train Your Dragon 2,Adventure,Wii,0.27,2
Boogie,Misc,DS,0.27,2
Tao Feng: Fist of the Lotus,Fighting,XB,0.27,2
Rapala Pro Bass Fishing 2010,Sports,PS3,0.27,2
Shin Nippon Pro Wrestling: Toukon Retsuden 2,Fighting,PS,0.27,2
Dragon Ball Z: Budokai 2,Fighting,GC,0.27,2
Motocross Maniacs Advance,Racing,GBA,0.27,2
Resident Evil 2: Dual Shock Edition,Action,PS,0.27,2
Dynasty Warriors,Action,PS,0.27,2
M&M's Blast!,Puzzle,GBA,0.27,2
Zumba Fitness: World Party,Misc,Wii,0.27,2
Need for Speed: Most Wanted,Racing,DS,0.27,2
Final Fantasy X International,Role-Playing,PS2,0.27,2
Tiny Toon Adventures: Plucky's Big Adventure,Action,PS,0.27,2
NHL Hitz 20-02,Sports,XB,0.27,2
Iron Man 2,Action,X360,0.27,2
Littlest Pet Shop: Beach Friends,Simulation,DS,0.27,2
Trivial Pursuit,Misc,PS2,0.27,2
Suikoden Tierkreis,Role-Playing,DS,0.27,2
Evil Dead: Hail to the King,Adventure,PS,0.27,2
Dragon Ball GT: Final Bout,Fighting,PS,0.27,2
Burstrick: Wake Boarding!!,Sports,PS,0.27,2
Dave Mirra Freestyle BMX: Maximum Remix,Sports,PS,0.27,2
Divinity: Original Sin,Role-Playing,PS4,0.27,2
R.U.S.E.,Strategy,X360,0.27,2
Hatsune Miku: Project Diva f,Misc,PS3,0.27,2
Resident Evil: Deadly Silence,Action,DS,0.27,2
Pac-Pix,Puzzle,DS,0.27,2
Beamrider,Racing,2600,0.27,2
EyePet,Simulation,PSP,0.27,2
The Evil Within,Action,PC,0.27,2
Athens 2004,Sports,PS2,0.27,2
Gunship,Simulation,PS,0.27,2
Jikkyou Powerful Pro Yakyuu Portable 4,Sports,PSP,0.27,2
SD Gundam G Generation Portable,Strategy,PSP,0.27,2
Sydney 2000,Sports,PS,0.27,2
Pro Race Driver,Racing,PS2,0.27,2
Baten Kaitos: Eternal Wings and the Lost Ocean,Role-Playing,GC,0.27,2
Bishoujo Senshi Sailormoon R,Fighting,SNES,0.27,2
The Club,Shooter,X360,0.27,2
Slam Dunk: Yonkyo Taiketsu!!,Sports,SNES,0.27,2
Rhythm Thief & the Emperor's Treasure,Misc,3DS,0.27,2
Rocky: Legends,Action,PS2,0.27,2
NickToons: Racing,Racing,GBA,0.27,2
MotionSports: Adrenaline,Sports,X360,0.27,2
Tiger Woods PGA Tour 07,Sports,PSP,0.27,2
NHL 07,Sports,X360,0.27,2
Bridge,Misc,2600,0.27,2
G-Force,Action,PS2,0.27,2
The Adventures of Tintin: The Game,Action,PS3,0.27,2
RalliSport Challenge 2,Racing,XB,0.27,2
Fushigi no Dungeon: Fuurai no Shiren GB: Tsukikagemura no Kaibutsu,Role-Playing,GB,0.27,2
Wave Rally,Racing,PS2,0.27,2
Over the Hedge,Platform,GBA,0.27,2
Disgaea 5: Alliance of Vengeance,Role-Playing,PS4,0.27,2
Disney's Chicken Little,Platform,GC,0.27,2
Battle of Giants: Mutant Insects,Strategy,DS,0.27,2
Ty the Tasmanian Tiger,Platform,GC,0.27,2
Sengoku Basara 4,Action,PS3,0.27,2
Yu-Gi-Oh! The Sacred Cards (JP weekly sales),Role-Playing,GBA,0.27,2
WWE Road to WrestleMania X8,Fighting,GBA,0.27,2
Medarot 3: Kabuto / Kuwagata Version,Role-Playing,GB,0.27,2
Fullmetal Alchemist 2: Curse of the Crimson Elixir,Role-Playing,PS2,0.27,2
Sherlock Holmes: Crimes & Punishments,Adventure,PS4,0.27,2
NASCAR 06: Total Team Control,Racing,XB,0.27,2
Bratz: The Movie,Simulation,Wii,0.27,2
BloodRayne 2,Shooter,PS2,0.27,2
Spider-Man: Web of Shadows,Action,PS3,0.27,2
NHL 2002,Sports,XB,0.27,2
Reader Rabbit Kindergarten,Misc,DS,0.27,2
Tropico 4,Strategy,PC,0.27,2
NBA In The Zone '98,Sports,N64,0.27,2
Jikkyou Powerful Pro Yakyuu 5,Sports,N64,0.27,2
NBA Jam 99,Sports,N64,0.27,2
Shadow Man,Action,N64,0.27,2
Command & Conquer,Strategy,N64,0.27,2
Call of Juarez: The Cartel,Shooter,X360,0.27,2
Shadow of Rome,Action,PS2,0.27,2
Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,Action,3DS,0.27,2
Tales of Eternia,Role-Playing,PSP,0.27,2
Harry Potter and the Order of the Phoenix,Action,PS2,0.27,2
Ben 10 Triple Pack,Misc,DS,0.27,2
Need for Speed Rivals,Racing,PC,0.27,2
